bridge_deck,dew_point,wind_chill,wet_bulb,air_temp,relative_humidity,wind_speed
-6.02,-17.76,-6.74,-7.19,-4.08,33.68,1.76
-5.18,-11.42,-4.79,-6.08,-4.08,56.71,0.76
-2.84,-12.95,-7.58,-6.39,-4.08,50.11,2.33
-4.62,-17.21,-7.27,-7.1,-4.08,35.28,2.1
-4.56,-17.18,-7.17,-7.09,-4.08,35.37,2.04
-4.48,-17.1,-6.85,-7.08,-4.08,35.63,1.78
-2.96,-14.42,-8.06,-6.66,-4.07,44.42,2.67
-2.89,-13,-7.47,-6.4,-4.07,49.89,2.18
-3.73,-9.94,-4.23,-5.73,-4.07,63.7,0.65
-3.83,-10.02,-5.43,-5.74,-4.06,63.24,1.04
-4.85,-16.82,-7.05,-7.03,-4.06,36.4,1.87
-4.84,-16.84,-7.72,-7.03,-4.06,36.34,2.26
-2.56,-7.2,-9.14,-5.03,-4.05,78.76,3.79
-2.36,-18.58,-8.87,-7.28,-4.05,31.36,3.67
-3.91,-5.26,-9.09,-4.45,-4.05,91.23,3.65
-1.77,-13.78,-9.99,-6.53,-4.05,46.77,4.6
-5.59,-15.14,-8.25,-6.77,-4.05,41.86,2.8
-3.28,-8.07,-9.42,-5.25,-4.04,73.54,4.25
-5.65,-15.24,-8.29,-6.78,-4.04,41.48,2.91
-5.28,-11.19,-6.53,-6.01,-4.03,57.52,1.68
-3.84,-13.2,-7.8,-6.41,-4.03,48.96,2.22
-5.01,-15.18,-4.14,-6.75,-4.03,41.6,0.56
-3.8,-11.38,-9.86,-6.03,-4.03,56.64,4.99
-3.21,-15.94,-12.38,-6.87,-4.03,39.1,10.11
2.22,-13.19,1.95,-2.13,-4.02,30.68,1.01
-2.5,-6.38,-7.53,-4.77,-4.02,83.65,2.32
-4.48,-17.09,-6.99,-7.04,-4.02,35.49,1.77
-3.82,-5.27,-7.4,-4.42,-4.01,90.97,2.29
-2.69,-11.56,-7.04,-6.07,-4.01,55.75,1.98
-4.48,-9.42,-3.66,-5.57,-4.01,66.06,0.41
-2.93,-7.83,-6.02,-5.17,-4.01,74.76,1.22
-4.69,-11,-4.41,-5.93,-4,58.28,0.77
-2.54,-7.16,-8.99,-4.97,-3.99,78.61,3.75
-4.9,-10.9,-5.47,-5.9,-3.99,58.69,1.08
-3.57,-9.93,-5.05,-5.68,-3.99,63.39,0.95
-4.76,-17.23,-7.42,-7.04,-3.99,34.99,2.31
-4.61,-17.37,-7.45,-7.06,-3.99,34.61,2.25
-3.85,-7.54,-8.14,-5.07,-3.99,76.34,2.73
-2.59,-7.62,-4.24,-5.11,-3.99,75.88,0.66
-2.58,-7.21,-8.9,-4.98,-3.98,78.29,3.85
-0.19,-4.42,-9.21,-4.13,-3.98,96.75,3.95
2.82,-22.83,-10.88,-7.7,-3.98,21.59,7.08
4.19,-20.53,-10.36,-7.44,-3.98,26.39,5.89
-5.49,-15.14,-7.8,-6.72,-3.98,41.61,2.64
-3.68,-9.87,-4.41,-5.66,-3.98,63.61,0.71
-4.48,-17.27,-7.35,-7.04,-3.98,34.85,2.19
-2.55,-7.65,-4.96,-5.1,-3.98,75.61,0.9
-2.46,-4.92,-8.74,-4.28,-3.97,93.06,3.58
-3.23,-7.96,-9.24,-5.18,-3.96,73.75,4.21
-2.11,-10.64,-9.43,-5.83,-3.96,59.8,3.95
-3.51,-16.87,-5.22,-6.96,-3.96,35.97,1.02
-4.89,-10.7,-5.95,-5.84,-3.96,59.47,1.32
-1.14,-4.38,-2.46,-4.1,-3.96,96.92,0.34
-4.11,-9.67,-4.11,-5.59,-3.95,64.46,0.6
1.43,-4.43,-5.2,-4.11,-3.95,96.48,1.02
-3.95,-18.07,-6.39,-7.12,-3.94,32.48,1.59
-3.5,-9.88,-7.07,-5.63,-3.94,63.37,1.97
-2.75,-12.36,-6.87,-6.18,-3.93,51.97,1.84
-6.06,-11.55,-7.06,-6,-3.92,55.44,1.74
-5.25,-13.63,-8.02,-6.41,-3.92,46.85,2.83
-5.93,-17.77,-7.04,-7.07,-3.92,33.25,2.09
-0.97,-8.55,-7.83,-5.3,-3.92,70.24,2.33
-4.58,-17.35,-7.45,-7.01,-3.92,34.47,2.21
-3.59,-15.6,-4.11,-6.73,-3.91,39.85,0.66
4.1,-20.46,-10.81,-7.39,-3.91,26.43,6.33
-2.4,-6.39,-7.66,-4.7,-3.91,82.89,2.48
-5.85,-11.22,-5.97,-5.93,-3.91,56.86,1.24
-3.57,-8.84,-6.12,-5.36,-3.91,68.58,1.34
-2.5,-7.69,-5.38,-5.07,-3.91,75,1.12
1.79,-4.36,-6.03,-4.06,-3.91,96.71,1.39
-2.66,-4.92,-8.87,-4.24,-3.9,92.56,3.76
-2.14,-4.33,-8.9,-4.05,-3.9,96.83,3.89
1.98,-12.95,2.05,-1.95,-3.9,30.71,1.01
-2.69,-4.84,-9.44,-4.21,-3.89,93.11,4.48
-2.72,-4.85,-9.62,-4.21,-3.89,93.06,4.83
-2.6,-4.98,-9.39,-4.25,-3.89,92.14,4.35
-2.51,-4.98,-9.22,-4.26,-3.89,92.14,4.31
-3.7,-5.19,-6.57,-4.31,-3.88,90.6,1.78
-0.42,-7.44,-5.9,-4.97,-3.88,76.31,1.15
21.6,-6.68,15.98,6.38,-3.87,21.53,1.15
-3.48,-5.24,-6.75,-4.32,-3.87,90.16,1.88
-4.51,-10.88,-4.39,-5.81,-3.87,58.25,0.79
-3.82,-18.18,-6.47,-7.08,-3.86,32.01,1.73
-3.77,-5.09,-6.93,-4.26,-3.86,91.18,1.96
-3.91,-7.73,-7.09,-5.05,-3.86,74.5,2.31
-3.51,-9.89,-6.61,-5.57,-3.86,62.93,1.75
-4.35,-13.6,-7.08,-6.36,-3.85,46.75,2.12
-3.67,-5.21,-6.28,-4.3,-3.85,90.3,1.65
1.14,-4.32,-3.49,-4.01,-3.85,96.54,0.46
-5.32,-13.59,-7.39,-6.35,-3.84,46.75,2.28
-4.4,-13.39,-7.1,-6.31,-3.84,47.52,2.1
-4.45,-13.41,-7.76,-6.32,-3.84,47.43,2.66
-3.85,-11.18,-7.78,-5.86,-3.84,56.79,2.78
-2.31,-6.36,-7.6,-4.64,-3.84,82.67,2.53
-0.04,-4.26,-8.81,-3.98,-3.83,96.82,3.62
-3.13,-7.79,-9.13,-5.05,-3.83,73.99,4.16
-4.16,-14.83,-5.08,-6.56,-3.83,42.21,0.95
-2.61,-12.99,-6.67,-6.23,-3.83,49.05,1.9
-4.72,-17.55,-7.91,-6.97,-3.83,33.65,2.57
-2.57,-4.76,-8.76,-4.14,-3.82,93.16,3.69
-2.39,-4.96,-9.07,-4.2,-3.82,91.8,4.09
-3.31,-15,-5.07,-6.57,-3.82,41.57,1.03
3.06,-12.74,2.71,-1.29,-3.81,29.14,1.23
-2.71,-4.81,-9.43,-4.15,-3.81,92.78,4.49
-2.26,-4.46,-7.17,-4.03,-3.81,95.23,2.27
-3.08,-7.72,-9.35,-5,-3.81,74.27,4.51
-4.91,-13.49,-5.88,-6.31,-3.81,47.01,1.37
1.66,-13.15,1.98,-1.62,-3.8,29.09,1.45
2.25,-4.23,-6.66,-3.94,-3.8,96.86,1.8
-3.69,-11.36,-10.06,-5.87,-3.8,55.79,5.72
-4.03,-5.49,-6.72,-4.36,-3.8,88.06,2.06
-3.55,-5.09,-6.05,-4.23,-3.8,90.78,1.43
-5.16,-11.2,-6.97,-5.84,-3.78,56.41,2.13
-4.41,-13.34,-6.85,-6.27,-3.78,47.5,1.98
-3.45,-5.2,-7.13,-4.25,-3.78,89.85,2.23
-3.27,-9.7,-5.85,-5.47,-3.78,63.49,1.4
-2.97,-18.28,-4.21,-6.79,-3.77,30.75,0.86
-5.53,-21.96,-6.6,-7.46,-3.77,22.94,1.93
-2.21,-6.49,-7.03,-4.64,-3.77,81.41,2.17
-3.86,-17.45,-7.24,-6.91,-3.77,33.78,2.5
-5.78,-17.86,-7.35,-6.98,-3.76,32.62,2.5
-3.9,-11.9,-7.98,-5.95,-3.76,53.26,2.91
2.54,-22.73,-10.58,-7.53,-3.76,21.43,6.45
7.51,-14.78,4.85,-0.46,-3.75,21.59,1.41
-2.2,-18.94,-8.48,-7.11,-3.75,29.75,3.64
-3.7,-18.13,-6.22,-6.99,-3.75,31.85,1.63
-4.57,-11.69,-4.29,-5.91,-3.75,54.13,0.74
-1.56,-18.76,-8.63,-7.08,-3.75,30.2,3.4
-2.33,-4.88,-9.48,-4.12,-3.74,91.8,4.79
-3.17,-9.69,-5.8,-5.45,-3.74,63.39,1.42
-3.33,-9.65,-5.11,-5.43,-3.74,63.55,1.06
-3.19,-9.64,-5.6,-5.43,-3.74,63.61,1.28
21.03,-6.69,15.72,6.34,-3.73,21.59,1.14
-2.44,-4.86,-9.39,-4.11,-3.73,91.89,4.55
-3.04,-7.61,-9.39,-4.92,-3.73,74.48,4.7
-2.95,-7.51,-9.5,-4.9,-3.73,75.08,4.98
-3.27,-9.64,-4.93,-5.43,-3.73,63.53,0.99
-3.77,-9.45,-4.02,-5.39,-3.73,64.51,0.63
-3.56,-5,-5.8,-4.16,-3.73,90.89,1.33
24.67,-7.04,14.75,6.01,-3.72,21.71,1.34
-4.68,-13.49,-6.52,-6.25,-3.72,46.71,1.76
-3.6,-18.17,-6.32,-6.98,-3.72,31.67,1.76
-2.81,-13.75,-11.6,-6.29,-3.72,45.71,9.27
-2.51,-10.39,-11.18,-5.6,-3.72,59.88,7.93
2.31,-15.24,1.16,-3.5,-3.71,29.07,0.56
-2.31,-4.24,-7.67,-3.89,-3.71,96.1,2.65
-2.67,-8.32,-5.11,-5.09,-3.71,70.34,1.02
-5.81,-21.58,-7.94,-9.34,-3.7,29.01,0.99
4.57,-20.47,-9.59,-7.24,-3.7,25.97,5.33
-3.41,-5.17,-7.32,-4.18,-3.7,89.55,2.42
-2.47,-6.78,-7.59,-4.66,-3.69,79.1,2.74
-2.26,-4.67,-8.37,-4.02,-3.69,92.9,3.26
4.36,-20.3,-9.92,-7.21,-3.69,26.33,5.16
-2.12,-6.41,-7.32,-4.56,-3.69,81.46,2.45
-3.71,-7.42,-7.79,-4.84,-3.69,75.33,2.66
2.79,-22.44,-10.91,-7.45,-3.68,21.86,7.41
-1.03,-4.05,-2.42,-3.8,-3.67,97.19,0.35
-4.32,-13.9,-6.17,-6.28,-3.66,44.97,1.63
-2.98,-7.52,-9.52,-4.85,-3.66,74.63,5
-2.9,-7.43,-9.71,-4.83,-3.66,75.07,5.51
-3.58,-5.01,-6.18,-4.11,-3.66,90.31,1.66
-4.89,-11.31,-5.43,-5.77,-3.66,55.4,1.27
-5.02,-11.26,-5.73,-5.77,-3.66,55.63,1.4
-2.4,-7.7,-5.48,-4.9,-3.66,73.6,1.26
-3.64,-5.04,-5.79,-4.11,-3.66,90.17,1.42
11.39,-14.43,6.77,-0.2,-3.65,21.72,0.51
-1.09,-4.05,-2.07,-3.79,-3.65,97.11,0
-3.54,-10.2,-9.43,-5.51,-3.65,60.47,5.08
-3.1,-9.64,-5.5,-5.38,-3.65,63.19,1.3
11.32,-14.78,5.66,-0.52,-3.64,21.74,0.93
3.47,-12.82,3.46,-1.31,-3.64,28.95,1.02
4.56,-20.6,-9.17,-7.21,-3.64,25.58,4.78
-3.31,-5.38,-6.39,-4.21,-3.64,87.78,1.75
-2.64,-11.5,-11.16,-5.79,-3.64,54.52,7.98
-2.79,-19.68,-6.68,-7.1,-3.64,27.69,2.05
-2.09,-4.62,-7.58,-3.96,-3.63,92.83,2.76
-2.31,-4.22,-7.84,-3.83,-3.63,95.74,2.84
-0.31,-8.49,-7.76,-5.09,-3.63,69.06,2.66
2.71,-22.47,-10.5,-7.41,-3.63,21.71,6.54
-4.44,-11.61,-3.25,-5.8,-3.63,53.99,0.54
-2.76,-11.37,-5.14,-5.75,-3.63,55.02,0.93
0.58,-4.02,-8.7,-3.76,-3.62,97.09,3.94
0.35,-4.03,-7.92,-3.77,-3.62,96.98,2.91
-3.6,-4.99,-6.23,-4.07,-3.62,90.18,1.69
-4.96,-11.26,-5.78,-5.73,-3.62,55.5,1.44
-4.53,-11.18,-3.71,-5.71,-3.62,55.83,0.62
-2.36,-4.08,-7.95,-3.78,-3.61,96.61,2.85
-5.71,-17.93,-7.5,-6.87,-3.6,32.04,2.7
-2.33,-4.03,-8.21,-3.75,-3.6,96.84,3.46
-2.38,-4.04,-7.94,-3.76,-3.6,96.76,3.12
-2.09,-19.08,-8.12,-7.02,-3.6,29.08,3.39
-3.21,-5.56,-6.77,-4.24,-3.6,86.26,2.1
-5.07,-11.25,-5.7,-5.72,-3.6,55.44,1.38
-2.55,-11.18,-5.36,-5.7,-3.6,55.72,1.28
-1.2,-19.47,-8.7,-7.05,-3.6,28.09,3.79
-2.34,-7.85,-4.33,-4.9,-3.59,72.35,0.89
-4.01,-5.2,-4.78,-4.12,-3.59,88.59,0.98
-3.56,-4.87,-5.84,-4.02,-3.59,90.82,1.42
-4.15,-13.92,-5.9,-6.23,-3.58,44.61,1.6
-4.77,-11.28,-6.17,-5.7,-3.57,55.14,1.75
0.05,-7.64,-6.51,-4.82,-3.57,73.41,1.82
-3.33,-9.56,-4.81,-5.3,-3.57,63.21,0.98
-4.03,-5.22,-5.27,-4.12,-3.57,88.32,1.19
-1.06,-3.94,-2.65,-3.7,-3.57,97.22,0.42
-5.1,-11.35,-6.95,-5.71,-3.56,54.84,2.26
-2.31,-4.06,-7.42,-3.73,-3.56,96.38,2.63
-3.33,-5.2,-7.14,-4.1,-3.56,88.38,2.4
-3.31,-5.26,-6.9,-4.12,-3.56,88.05,2.14
-2.71,-19.62,-7.13,-7.04,-3.56,27.67,2.44
-1.93,-4.57,-8.01,-3.89,-3.55,92.61,3.2
-3.76,-11.81,-6.91,-5.79,-3.55,52.8,2.35
-5.27,-21.99,-6.12,-7.31,-3.55,22.51,1.68
-5.08,-22.01,-6.06,-7.31,-3.55,22.48,1.63
-3.34,-5.15,-7.24,-4.09,-3.55,88.68,2.48
-2.02,-6.31,-7.11,-4.43,-3.55,81.2,2.41
-4.2,-11.8,-3.45,-5.79,-3.55,52.83,0.62
-4.02,-11.57,-3.82,-5.74,-3.55,53.81,0.73
0.66,-15.38,-10.14,-6.45,-3.55,39.49,6.05
-2.39,-7.01,-7.6,-4.63,-3.54,76.89,3.09
-2.19,-4.7,-8.36,-3.93,-3.54,91.61,3.84
5.42,-13.08,1.34,-2.07,-3.54,30.81,1.29
-4.35,-11.69,-3.59,-5.76,-3.54,53.3,0.66
-4.88,-15.13,-7.16,-6.41,-3.54,40.28,2.6
-3.23,-9.8,-8.55,-5.34,-3.53,61.85,3.96
6.14,-13.29,1.67,-2.29,-3.53,30.93,1.1
2.9,-22.54,-10.26,-7.35,-3.53,21.42,6.46
-2.15,-4.25,-6.86,-3.77,-3.52,94.74,2.52
-3.56,-9.56,-5.5,-5.27,-3.52,62.97,1.18
4.14,-12.76,3.84,-1.24,-3.51,28.93,0.74
5.27,-13.1,1.35,-2.13,-3.51,30.96,1.27
-0.74,-19.67,-9.22,-7.01,-3.51,27.44,4.64
-2.4,-7.88,-5.25,-4.85,-3.51,71.72,1.22
-3.48,-18.26,-5.9,-6.83,-3.5,30.92,1.59
-3.37,-18.51,-5.73,-6.87,-3.5,30.29,1.57
-3.46,-10.34,-9.54,-5.44,-3.5,59.15,5.44
-5.1,-11.35,-6.29,-5.67,-3.49,54.57,1.78
-4.71,-11.29,-6.42,-5.65,-3.49,54.77,1.95
-1.41,-6.91,-4.45,-4.56,-3.49,77.2,0.85
-1.05,-3.87,-3,-3.62,-3.49,97.22,0.53
-15.45,-33.84,-20.81,-18.63,-3.48,21.81,1.32
-1.92,-6.29,-7.2,-4.38,-3.48,80.87,2.59
-2.63,-19.34,-6.77,-6.95,-3.48,28.19,2.2
4.56,-19.97,-9.68,-7.02,-3.47,26.66,5.32
-2.9,-12.03,-5.56,-5.8,-3.47,51.57,1.31
-2.91,-9.49,-5.41,-5.22,-3.47,63.09,1.3
-3.17,-9.81,-8.4,-5.29,-3.46,61.48,3.94
-3.82,-18.17,-7.21,-6.79,-3.46,31.07,2.74
-3.48,-14.53,-5.7,-6.24,-3.45,42.04,1.55
6.04,-13.06,1.8,-2.1,-3.45,30.96,0.92
-2.32,-7.77,-3.82,-4.78,-3.45,72.03,0.72
-3.54,-14.58,-6.47,-6.24,-3.43,41.81,2.03
-3.63,-11.87,-6.69,-5.72,-3.43,52.12,2.28
-2.4,-18.72,-6.03,-6.84,-3.43,29.61,1.7
-4.42,-22,-6.2,-7.22,-3.42,22.27,1.82
-1.9,-18.38,-6.29,-6.78,-3.42,30.42,1.94
4.72,-20.36,-9.21,-7.02,-3.41,25.67,4.96
-3.11,-5.59,-5.93,-4.13,-3.41,84.86,1.7
-2.48,-11.78,-5.52,-5.7,-3.41,52.37,1.4
-2.13,-4.71,-7.65,-3.84,-3.4,90.71,3.11
2.97,-22.73,-9.9,-7.27,-3.4,20.85,6.4
-2.79,-5.81,-7.33,-4.18,-3.4,83.44,2.85
-2.47,-9.27,-7.34,-5.12,-3.39,63.82,2.39
-1.71,-4.41,-8.15,-3.73,-3.39,92.63,3.52
-3.69,-11.97,-7.33,-5.72,-3.39,51.51,2.81
-0.02,-19.7,-9.27,-6.94,-3.39,27.15,5.11
-1.63,-5.93,-7.01,-4.21,-3.39,82.58,2.32
-3.09,-9.83,-8.22,-5.24,-3.38,61.02,3.81
-2.16,-4.64,-7.77,-3.8,-3.38,91,3.17
-2.41,-12.89,-4.5,-5.9,-3.38,47.79,0.98
-1.94,-19.29,-8.08,-6.89,-3.37,28.05,3.59
2.92,-12.89,2.97,-1.34,-3.36,28.85,1.04
-2.92,-18.94,-4.04,-6.81,-3.36,28.9,0.76
-1.34,-10.65,-8.55,-5.42,-3.36,57.1,3.66
-1.91,-13.67,-5.18,-6.04,-3.36,44.82,1.33
-1.8,-6.2,-6.78,-4.27,-3.36,80.71,2.41
-4.06,-11.39,-3.5,-5.58,-3.36,53.81,0.62
-3.75,-7.5,-5.45,-4.64,-3.36,73,1.43
-3.03,-5.62,-5.36,-4.09,-3.36,84.36,1.38
-3.08,-5.58,-5.52,-4.09,-3.36,84.63,1.48
-2.19,-6.93,-7.35,-4.48,-3.35,76.29,2.86
-2.78,-7.27,-9.24,-4.58,-3.35,74.33,5.25
-3.38,-10.08,-9.11,-5.28,-3.35,59.71,5.08
-4.82,-15.16,-7.25,-6.28,-3.35,39.61,2.8
-3.36,-17.74,-6.2,-6.66,-3.35,31.98,1.88
-1.83,-18.34,-6.25,-6.73,-3.35,30.37,1.96
-3.73,-14.46,-6.59,-6.16,-3.34,41.97,2.23
-2.96,-5.65,-5.82,-4.09,-3.34,84.01,1.68
-2.36,-8.43,-5.33,-4.88,-3.34,67.9,1.42
-1.57,-9.41,-7.1,-5.11,-3.34,62.9,2.57
-3.69,-7.56,-5.54,-4.65,-3.34,72.65,1.52
-3.96,-14.06,-6.54,-6.09,-3.33,43.3,2.18
-3.77,-14.31,-6.8,-6.12,-3.33,42.43,2.26
-0.33,-19.5,-9.47,-6.87,-3.33,27.48,5.18
-1.22,-10.03,-7.57,-5.25,-3.33,59.82,3.07
-1.69,-18.92,-7.04,-6.79,-3.33,28.87,2.55
-2.09,-4.65,-7.76,-3.77,-3.32,90.52,3.31
-0.22,-5.19,-5.94,-3.94,-3.32,86.94,1.56
-2.84,-5.65,-7,-4.08,-3.32,83.9,2.48
-4.28,-11.67,-3.14,-5.61,-3.32,52.5,0.56
1.55,-16.4,-9.74,-6.45,-3.32,35.67,5.89
-1.67,-18.32,-6.42,-6.71,-3.32,30.37,2.06
-4,-22.09,-6.82,-7.15,-3.31,21.92,2.52
-4.42,-14.97,-7.14,-6.22,-3.31,40.11,2.82
-1.69,-19.12,-6.8,-6.81,-3.31,28.36,2.35
-1.68,-18.84,-6.79,-6.77,-3.31,29.02,2.41
-3.05,-9.83,-8.27,-5.19,-3.3,60.63,3.99
-4.12,-12.76,-5.24,-5.82,-3.3,48.04,1.34
-3.41,-14.54,-5.78,-6.13,-3.29,41.51,1.69
-2.24,-15.89,-5.01,-6.36,-3.29,37.15,1.25
-2.3,-15.87,-5.18,-6.36,-3.29,37.21,1.31
-2.94,-5.64,-6.52,-4.06,-3.29,83.81,2.17
-2.97,-9.18,-4.64,-5.02,-3.29,63.76,1.09
-2.73,-7.29,-9.26,-4.53,-3.28,73.81,5.44
-3.32,-14.94,-4.96,-6.19,-3.28,40.14,1.06
-2.9,-5.62,-7.01,-4.05,-3.28,83.92,2.55
-1.8,-18.88,-5.96,-6.75,-3.28,28.85,1.8
2.83,-3.67,-5.32,-3.42,-3.28,97.15,1.27
-3.69,-14.18,-6.05,-6.06,-3.27,42.67,1.86
-3.27,-18.69,-5.55,-6.73,-3.27,29.33,1.55
-3.29,-10.1,-9.36,-5.23,-3.27,59.23,5.59
-1.69,-6.97,-10.95,-4.43,-3.27,75.6,8.85
-1.67,-18.81,-6.37,-6.74,-3.27,29.03,2.07
-3.56,-7.49,-5.57,-4.58,-3.27,72.65,1.66
-3.47,-11.89,-5.8,-5.61,-3.26,51.33,1.66
-2.72,-5.76,-7.35,-4.07,-3.26,82.86,3.03
-1.49,-5.54,-10.98,-4.01,-3.26,84.28,8.98
-3.67,-7.48,-5.7,-4.57,-3.26,72.62,1.66
-2.04,-4.62,-7.19,-3.71,-3.25,90.26,2.81
-3.23,-17.25,-6,-6.52,-3.25,33.07,1.96
-3.58,-7.43,-6.06,-4.55,-3.25,72.84,1.86
-4.52,-11.45,-6.68,-5.52,-3.24,53.11,2.45
-4.49,-11.64,-6.8,-5.56,-3.24,52.32,2.47
4,-13.05,3.03,-1.47,-3.24,28.84,1.03
-1.63,-18.97,-7.02,-6.74,-3.24,28.55,2.63
-1.63,-18.85,-7.3,-6.72,-3.24,28.85,2.95
-2.08,-6.74,-7.39,-4.35,-3.23,76.73,3.07
-2.95,-5.55,-6.54,-3.99,-3.23,84.04,2.19
-4.58,-15.37,-6.73,-6.23,-3.23,38.6,2.38
-3.55,-17.84,-6.7,-6.59,-3.23,31.4,2.28
-2.28,-6.86,-7.58,-4.37,-3.22,75.94,3.15
1.09,-3.58,-8.18,-3.35,-3.22,97.36,3.86
-2.19,-15.97,-4.86,-6.32,-3.22,36.69,1.18
-1.7,-19.32,-7.65,-6.78,-3.22,27.68,3.4
-3.46,-14.61,-5.1,-6.09,-3.22,41.05,1.38
-3.42,-14.52,-5.19,-6.08,-3.22,41.37,1.36
-4.53,-15.29,-7.03,-6.21,-3.22,38.83,2.63
-3.38,-18.06,-6.53,-6.61,-3.22,30.8,2.16
-2.97,-9.79,-8.67,-5.12,-3.21,60.43,4.56
-3.79,-11.49,-4.29,-5.5,-3.21,52.83,1.02
-3.31,-11.44,-4.65,-5.48,-3.21,53.03,1.2
-0.8,-9.96,-7.8,-5.15,-3.21,59.65,3.37
0.72,-7.66,-5.67,-4.57,-3.2,71.31,1.51
-3.64,-14.59,-5.82,-6.09,-3.2,41.08,1.66
-2.63,-7.26,-9.2,-4.47,-3.2,73.53,5.65
-2.15,-15.28,-4.61,-6.2,-3.2,38.81,1.17
-3.4,-12.08,-4.87,-5.61,-3.2,50.35,1.2
-2.97,-9.12,-5.14,-4.95,-3.2,63.65,1.35
-3.59,-18.02,-6.56,-6.59,-3.2,30.86,2.26
-3.66,-14.51,-6.25,-6.06,-3.19,41.32,2.04
-3.55,-12.23,-5.77,-5.63,-3.19,49.7,1.74
-3.17,-18.78,-5.69,-6.68,-3.19,28.92,1.76
-3.2,-10.02,-9.32,-5.16,-3.19,59.24,5.76
-4.68,-15.18,-7.21,-6.17,-3.19,39.07,2.86
-3.29,-6.97,-6.62,-4.38,-3.19,75.14,2.21
-3.76,-7.48,-5.68,-4.52,-3.19,72.23,1.71
-2.88,-10.01,-8.44,-5.15,-3.18,59.25,4.51
4.69,-19.89,-8.3,-6.81,-3.18,26.29,4.09
-2.6,-12.64,-6.01,-5.71,-3.18,48.08,2.02
-4.68,-15.27,-6.8,-6.18,-3.18,38.78,2.45
-3.74,-7.39,-5.91,-4.49,-3.18,72.7,1.71
-2.93,-9.15,-6.14,-4.93,-3.18,63.43,1.97
-3.72,-13.97,-6.13,-5.96,-3.17,43.12,1.97
4.52,-20.05,-8.46,-6.82,-3.17,25.9,4.45
-2.11,-6.5,-6.49,-4.23,-3.17,77.77,2.24
1.31,-19.11,-8.91,-6.72,-3.17,28.07,5.18
-2.52,-9.23,-4.66,-4.96,-3.17,62.97,1.01
-2.89,-9.07,-6.37,-4.91,-3.17,63.73,2.14
-3.64,-14.07,-6.97,-5.97,-3.16,42.72,2.52
-1.27,-4.2,-8.24,-3.51,-3.16,92.51,3.92
-2.16,-6.5,-7.16,-4.22,-3.16,77.72,2.91
-3.68,-18.11,-6.66,-6.57,-3.16,30.54,2.39
-1.6,-19.05,-7.13,-6.69,-3.16,28.2,2.9
-3.98,-17.14,-6.79,-6.47,-3.15,33.14,2.52
4.3,-11.22,4.79,0.16,-3.15,28.78,1.32
-8.05,-25.05,-12.9,-12.59,-3.15,28.79,1.27
-1.8,-15.9,-5.49,-6.26,-3.15,36.73,1.63
-4.33,-15.4,-7.13,-6.18,-3.15,38.26,2.91
-3.59,-7.4,-5.8,-4.48,-3.15,72.49,1.72
-2.78,-8.91,-7.25,-4.86,-3.15,64.48,3.02
-4.28,-17.05,-7.85,-6.45,-3.14,33.35,3.68
-2.91,-13.14,-6.55,-5.78,-3.14,46.01,1.99
-3.11,-15.52,-5.17,-6.19,-3.14,37.88,1.59
-2.01,-6.62,-7.5,-4.25,-3.14,76.89,3.15
-3.63,-7.43,-5.8,-4.48,-3.14,72.27,1.79
-3.17,-15.26,-5.88,-6.15,-3.13,38.67,1.8
-4.26,-15.51,-6.92,-6.18,-3.13,37.88,2.75
-2.78,-8.86,-6.83,-4.83,-3.13,64.65,2.58
-2.63,-5.74,-6.65,-3.98,-3.12,82.13,2.49
-1.17,-4.56,-10.59,-3.61,-3.12,89.75,8.77
2.95,-3.91,-3.48,-3.39,-3.12,94.28,0.6
-0.99,-3.46,-1.73,-3.24,-3.12,97.48,0.37
-4.11,-17.1,-7.44,-6.43,-3.11,33.12,3.09
-3.51,-12.16,-4.65,-5.56,-3.11,49.66,1.13
-2.68,-12.45,-5.45,-5.63,-3.11,48.58,1.64
-3.77,-7.45,-5.2,-4.46,-3.11,71.98,1.45
-3.2,-6.95,-6.65,-4.33,-3.11,74.86,2.34
-1.91,-4.5,-6.74,-3.58,-3.1,90.06,2.53
2.97,-17.64,-9.19,-6.48,-3.1,31.65,5.41
-3.89,-17.07,-6.36,-6.41,-3.09,33.15,2.33
-1.85,-4.52,-7.5,-3.58,-3.09,89.87,3.31
-0.49,-7.46,-5.7,-4.45,-3.09,71.85,1.59
-3.74,-11.92,-3.43,-5.5,-3.09,50.6,0.76
0.51,-19.25,-9.12,-6.67,-3.09,27.57,5.19
-4.19,-12.84,-6.09,-5.69,-3.08,46.96,1.9
-1,-3.45,-1.37,-3.21,-3.08,97.3,0
-1.76,-6.39,-7.48,-4.14,-3.08,77.91,3.33
-4.42,-16.69,-7.54,-6.35,-3.07,34.19,3.3
-4.25,-17.13,-7.44,-6.41,-3.07,32.94,3.35
-4.03,-17.15,-6.78,-6.41,-3.07,32.91,2.51
-2.1,-6.42,-7.37,-4.15,-3.07,77.66,3.24
-3.52,-9.71,-3.99,-5,-3.07,60.18,0.78
-2.08,-11.66,-5.95,-5.44,-3.06,51.51,1.77
-2.01,-6.5,-6.6,-4.17,-3.06,77.18,2.5
-4.37,-16.77,-7.77,-6.35,-3.06,33.95,3.8
-1.56,-19.49,-7.61,-6.69,-3.06,26.97,3.44
-3.83,-11.74,-4.79,-5.44,-3.06,51.23,1.2
